sap_id,name,branch_id,store_type,operational_date,address,latitude,longitude,phone,zipcode
AP12,KF.0200 Tohpati,12,MEDICAL,1/1/2003,Jl.WR Supratman No.303,-8.639326,115.25321,085337811316,80237
AP13,KF.0211 Sesetan,12,BASIC_HEALTH,1/1/2003,JL. RAYA SESETAN NO. 143 DENPASAR,-8.693026,115.218233,08814687591,80223
AP14,KF.0235 Imam B,12,MEDICAL,1/1/2003,Jl. Iman Bonjol No.66,-8.664916,115.207113,081138115353,80119
AP15,KF.0276 Manyar,12,BASIC_HEALTH,1/1/2004,Jl. Cokroaminoto. No.410,-8.617887,115.196083,081138115354,80116
AP16,KF.0286 Padang Asri,12,MEDICAL,1/1/2004,Jl.Tangkuban Perahu I No. 70,-8.66131,115.18104,081138115355,80117
AP17,KF.0414 Gunung Agung,12,MEDICAL,7/1/2012,Jl. Gunung Agung No. 88,-8.652366,115.201543,081138115356,80118
AP18,KF.0520 TBN2,12,MEDICAL,2/1/2014,"JL. PAHLAWAN NO.15,",-8.5399964,115.130126,081110678457,82111
AP19,KF.0532 SINGA2,12,NONE,5/1/2014,Jl. Ngurah Rai No. 67 C Kel. B,-8.112787,115.091166,081138115358,81113
AP20,KF.Monang Maning,12,BASIC_HEALTH,6/1/2015,Jl.Batu Karu No.72 Monang Mani,-8.659296,115.203014,081138115359,80119
AP21,KF 0642 Danau Poso,12,BASIC_HEALTH,6/1/2015,Jl. Danau Poso No. 67 D,-8.7055037,115.2523954,081138115360,80227
AP22,KF.Pakerisan,12,BASIC_HEALTH,6/1/2015,Jl.Tukad Pakerisan No.99X  Den,-8.692966,115.226272,081138115361,80225
AP23,KF 677 Ubud 2 Teges,12,BASIC_HEALTH,10/1/2015,"Jl. Raya Teges No. 01A, Peliatan, Ubud Gianyar",-8.524004,115.273479,081138115362,80571
AP24,KF. Ubud3 HANOMAN,12,BASIC_HEALTH,10/10/2015,Jl.Hanoman No.49 Ubud Gianyar,-8.5173757,115.2634924,081138115363,80571
AP25,KF GATSU  2,12,BASIC_HEALTH,5/2/2016,Jl.Gatot Subroto No.18B Denpasar,-8.635992,115.219333,081138115364,80231
AP26,KF 777 Klungkung,12,BASIC_HEALTH,8/1/2016,"Jln. Flamboyan No. 52A, Semarapura Kauh, Klungkung",-8.5409198,115.3927055,081138115366,80716
AP27,KF TAMBLINGAN 2,12,MEDICAL,8/1/2016,Jl. Danau Tamblingan No.20 Sanur,-8.6964591,115.263667,081138115365,80228
AP28,KF BATUBULAN,12,BASIC_HEALTH,10/15/2016,Jl.Raya Batu Bulan No.63 X Gianyar,-8.6228233,115.2566752,081110678461,84371
AP29,KF TABANAN 3,12,NULL,12/1/2016,Jl. Ahmad Yani No. 5 Kediri Tabanan,-8.556036,115.144093,081138115368,52464
AP30,KF ABIANBASE,12,NONE,12/1/2016,Jl. Raya Abianbase Kapal,-8.600567,115.172953,081138115369,80515
AP31,KF Tukad Yeh Aya,12,BASIC_HEALTH,9/17/2017,Jl.Tukad Yeh Aya Renon Denpasar Selatan,-8.676946,115.237867,081138115370,80226
AP32,KF 939 Tukad Balian,12,BASIC_HEALTH,9/17/2017,Jl. Tukad Balian No 123 Renon,-8.6882223,115.2398456,081138115371,80221
AP33,KF Marlboro,12,MEDICAL,4/1/2018,Jl. Teuku Umar Barat,-8.681853,115.19291,081138115372,80119
AP34,KF Danau Buyan,12,MEDICAL,5/18/2018,Jl. Danau Buyan No.13 Sanur,-8.68161,115.25429,081138115374,80228
AP35,KF G. Sangiang 2,12,BASIC_HEALTH,4/1/2018,Jl. Gunung Sangiang,-8.646383,115.173461,081138115373,80361
AP36,KF BATUAN GIANYAR,12,MEDICAL,7/1/2018,Jl. Raya Sakah No.27X Gianyar,-8.5809549,115.2777288,081138115376,69451
AP37,KF TABANAN 4,12,BASIC_HEALTH,7/1/2018,Jl. Gatot Subroto No. 4 Sanggula,-8.545066,115.141802,081138115375,52464
AP38,KF Celuk,12,MEDICAL,8/1/2018,Jl. Raya Celuk No. 81X,-8.58602,115.26269,0,80582
AP39,KF UBUD 5 PENGOSEKAN,12,MEDICAL,8/1/2018,Jl. Raya Pengosekan Ubud,-8.524885,115.263674,081110678490,80571
AP40,KF SEMEBAUNG GIANYAR,12,MEDICAL,8/1/2018,Jl. Mahendradata No. 15 Gianyar,-8.534957,115.307117,081139001509,80581
AP45,APT.KF.07 NANGKA UTARA,12,MEDICAL,5/1/2019,Jl. Nangka Utara No. 273A,-8.628983,115.223985,081138002780,80239
AP46,APT.KF.IMAM BONJOL 2,12,BASIC_HEALTH,6/23/2019,Jl. Imam Bonjol No. 515B,-8.6960926,115.1866658,081139001510,80119
AP47,KF Buana Raya,12,BASIC_HEALTH,12/1/2020,"Jl. Buana Raya No.18, Kel. Padang Sambian, Kec. Denpasar Barat, Denpasar",-8.660061,115.187569,081138215642,80117
AP48,KF Monkey Forest,12,BASIC_HEALTH,1/1/1950,"Jl. Wanara Wana, Desa Ubud, Gianyar",8.514743,115.260299,081138301551,80571
AP49,KF Karangasem,12,MEDICAL,5/28/2023,Jalan Untung Surapati No.88x,-8.4439211,115.6008623,081138302038,80811
AP50,KF Danau Tamblingan 1,12,MEDICAL,7/1/2023,"Jl. Danau Tamblingan No. 80 Sanur,",-8.6888342,115.2632251,081138302039,80221
AP51,KF Ubud Raya,12,MEDICAL,8/26/2023,Jl. Ubud Raya No.1,-8.508559,115.26645,021,80571
3113,UNIT BISNIS DEPOK,13,NULL,1/1/1950,JL. Nusnatara Raya No. 33 Depok,0,0,02177802101,16431
AM01,KF.0143,13,HEALTH_AND_CARE,1/1/2006,Jl. Margonda Raya No. 154A,-6.388452,106.826727,081110678334,16423
AM02,KF.0202,13,HEALTH_AND_CARE,1/1/2003,Jl. Kejayaan Raya Blok IX No.2,-6.391537,106.851822,081110678335,16417
AM0212,PPO KF 202 T Iskandar,13,NONE,9/1/2024,Jl.Tole Iskandar No.17,-6.405127,106.8469191,081399930204,16411
AM03,KF.0352 Margonda,13,BASIC_HEALTH,1/1/2009,Jl. Margonda Raya No. 326,-6.3755,106.832461,081110678325,16423
AM04,KF.0366 Maharaja,13,BASIC_HEALTH,1/1/2010,Ruko Maharaja Blok A1/03 Rt 001/002,-6.394824,106.794152,081110678336,21464
AM0411,PPO KF 366,13,NONE,3/1/2020,Ruko Maharaja Blok A1 No. 03,-6.39528,106.803802,021,16511
AM05,KF.0375 Kartini,13,NONE,1/1/2010,Jl. Raya Citayam RT 001 RW 002,-6.406097,106.819013,081110678337,16436
AM06,KF.0382 K2,13,BASIC_HEALTH,1/1/2010,Jl. Akses UI No.45C,-6.354643,106.845539,081110678339,54474
AM0611,PPO KF 382,13,MEDICAL,12/31/2019,Jl. Komjen. Pol. M. Jasin No.59,6.845489,-6.354632,08119980354,16451
AM07,KF.0389,13,BASIC_HEALTH,1/1/2011,Jl. Nusantara Raya No. 33,-6.397878,106.81376,081110678340,16432
AM08,KF.0391,13,HEALTH_AND_CARE,1/1/2011,Jl. Kemakmuran Raya No.8 RT 001 RW 001,-6.400468,106.836453,081110678341,38764
AM09,KF 0394 Melati,13,NONE,1/1/2011,"Jl. Melati No.14, RT.004/RW.010, Depok, Kec. Pancoran Mas, Kota Depok, Jawa Barat",-6.399471,106.821284,081110678394,16431
AM10,KF.0456 Cinere,13,BASIC_HEALTH,7/1/2013,Jl. Limo Raya No 101 A-B,-6.35091,106.776365,081110678342,16515
AM11,KF.0494 Beji,13,NONE,11/1/2013,JL. Nusantara Raya no.208 RT 04 RW 09 BEJI,-6.385828,106.814476,081110678395,57384
AM12,KF.0491 Sawangan,13,HEALTH_AND_CARE,11/1/2013,Jl. Raya Muchtar No. 76E,-6.40640626,106.75663,081110678343,16511
AM13,KF.0568 Bojong Sari,13,NONE,9/1/2014,Jl. Raya Parung Ciputat RT 01/,-6.399246,106.742878,081310664684,16516
AM14,KF.YUSUF Depok,13,BASIC_HEALTH,12/16/2015,Ruko Pesona Khayangan Blok B No 6 RT 012 RW 028,-6.381447,106.841781,0811902064,38764
AM15,KF SENTOSA,13,HEALTH_AND_CARE,5/1/2016,Jl.  Sentosa Raya No 11 Sukmajaya Depok,-6.394091,106.837088,081110678338,38764
AM16,KF T ISKANDAR,13,MEDICAL,5/1/2016,Jl.Tole Iskandar No.17,-6.405186,106.846957,081399930204,42416
AM17,KF. 0757,13,BASIC_HEALTH,10/15/2016,Jl. Raya Sawangan No.RT 003/009,-6.395888432,106.7774339,081110678327,16434
AM18,KF PEKAPURAN,13,BASIC_HEALTH,11/16/2016,Perumahan Permata Arcadia Blok R No.6,-6.402632124,106.882117,081110678332,42186
AM19,KF Radar Auri,13,BASIC_HEALTH,3/17/2017,"Jl. Radar Auri, Kel Cisalak Pasar, Cimanggis, Kota Depok, Jawa Barat",-6.372455675,106.8657579,085779492694,16451
AM20,KF Raya Bogor,13,MEDICAL,11/17/2017,Jl. Raya Bogor KM 29 No 9 RT.004 RW.001,-6.358281433,106.8594281,085311975773,43273
AM21,KF Cilodong,13,MEDICAL,7/19/2018,Jl. Jatimulya No. 1 Toko No. 1B Rt 006/004,-6.444148,106.829987,081110678330,45595
AM22,KF KUKUSAN,13,MEDICAL,9/1/2018,Jl. KH. M. Usman No. 59,-6.362151,106.816711,081110678331,16425
AM23,KF TRANS STUDIO MALL,13,NONE,6/1/2019,JL. Alternatif Cibubur No.29,-6.375626244,106.9014493,082125989920,16454
AM24,KF Ratu Jaya,13,BASIC_HEALTH,8/3/2019,"Jl, Raya Ratu Jaya Kel Ratu Jaya",-6.413727562,106.8159859,08119221819,16439
AM25,KF Pondok Duta,13,BASIC_HEALTH,5/24/2019,Jl. Pondok Duta Raya No.1 Rt. 05 Rw. 01,-6.372153,106.853788,081290896654,54474
AM26,KF RTM Tugu,13,HEALTH_AND_CARE,10/1/2019,Jl. RTM no.13,-6.361854,106.84313,082213059309,54474
AM27,KF Adelina Sawangan,13,MEDICAL,12/1/2019,Jl. H. Sulaiman No.1-2 RT 001/016,-6.403558,106.770562,081110678328,62271
AM2711,PPO KF Adelina Sawangan 0757,13,NONE,9/1/2024,Jl. Raya Sawangan No.RT 003/009,-6.395888432,106.7774339,081110678327,16431
AM28,KF Boulevard GDC,13,BASIC_HEALTH,2/1/2020,Jl. Boulevard Kota Kembang Ruko No.12,-6.420307969,106.8285874,081110678329,16412
AM31,KF Adelina Tanah Baru,13,MEDICAL,7/11/2022,"Perumahan Exclusive Tanah Baru No. 2, RT.006/001",-6.383228,106.80759,08119708994,16421
AM32,KF Leuwinanggung,13,BASIC_HEALTH,1/1/1950,Jl. Kramat Rt 004 Rt 002,-6.407177119,106.9046762,085175013798,16451
3126,UNIT BISNIS GORONTALO,14,NONE,1/1/1950,,0,0,0,
AZ01,KF.0251,14,BASIC_HEALTH,1/1/2006,Jl. A. Yani No. 25,0.539828338,123.0607698,081110678519,96115
AZ02,KF.0272,14,MEDICAL,1/1/2003,Jl. Botutihe No. 1,0.537574176,123.061049,082290142337,96114
AZ03,KF. HB JASSIN GORONTALO,14,BASIC_HEALTH,1/1/2014,Jl. HB. Yasin No. 005,0.55525384,123.0493834,081110678521,96128
AZ04,KF.Limboto,14,MEDICAL,3/1/2015,"Jl. Ahmad A. Wahab, Kayubulan",0.626726,122.984853,082290142287,96272
AZ05,KF.Telaga,14,BASIC_HEALTH,10/1/2015,Jl. Limboto Raya Desa Bulila K,0.578971342,123.0457198,081354762892,96266
AZ06,KF JDS,14,MEDICAL,6/1/2016,Jl.  Pangeran Hidayat 1,0.558712,123.0655576,081110678513,96129
AZ07,KF. Kartini,14,BASIC_HEALTH,12/1/2016,Jl. HB. Jasin Kel. Limba U2 Kec. Kota Selatan,0.5435864,123.0576789,085395602297,96115
AZ08,KF. Marissa,14,BASIC_HEALTH,2/1/2017,Jl. Trans Sulawesi Desa. Marisa Utara Kec. Marisa,0.467726927,121.9388198,082194918266,96466
AZ09,KF. Sudirman,14,NONE,2/1/2017,-,-2.96864,104.749524,08117808270,30126
AZ10,KF PEL RSUD ALOEI SABOE,14,MEDICAL,8/23/2018,"Jl. Prof. DR Aloei Saboe Kel. Wongkaditi, Kec. Kota Utara",0.55517734,123.0839755,082195697315,96122
AZ11,KF MADURA GORONTALO,14,BASIC_HEALTH,8/25/2018,Jl. Madura Kelurahan Liluo Kec. Kota Tengah,0.567135,123.054532,081110678520,96129
AZ13,KF Pel RSUD Toto Kabila,14,MEDICAL,8/1/2020,"Jl. Kesehatan No.25, Permata, Kabila, Kabupaten Bone Bolango, Gorontalo 96129",0.57423447,123.0987356,082195587731,96585
AZ14,KF Pel RSUD Dunda,14,BASIC_HEALTH,1/4/2023,Jl. Ahmad A Wahab Kel Hunggaluwa,0.623846,122.976757,081236954789,96525
3144,UNIT BISNIS GRESIK,15,NULL,1/1/1950,Jl. Dr. Wahidin Sudirohusodo 788,-7.167258,112.600076,0313986989,61121
BR01,KF.0164 RA Kartini,15,HEALTH_AND_CARE,1/1/2003,Jl. RA kartini No.150-152,-7.16867,112.647623,081110678508,54391
BR02,KF.0321,15,BASIC_HEALTH,1/1/2008,Jl. Lamongrejo No. 125,-7.1130403,112.4172092,081110678509,62364
BR03,KF.0492 IBNUSINA,15,BASIC_HEALTH,11/1/2013,Jl. Ruko Green Garden Regency.A2-5,-7.167271,112.5978893,081110678492,61124
BR04,KF.0643 Manyar,15,BASIC_HEALTH,4/1/2015,Jl. Raya Manyar 55,-7.121803,112.603475,081110678510,61151
BR05,KF.0668 Menganti,15,BASIC_HEALTH,10/1/2015,Jl. Raya Menganti 169,-7.29403,112.586573,081110678511,62292
BR06,KF Usman Sadar,15,BASIC_HEALTH,11/16/2016,Jl. Usman Sadar No. 98,-7.156466,112.649016,0895622273949,57455
BR07,KF GKB,15,BASIC_HEALTH,11/16/2016,"Jl. Sumatra No.31B, GKB, Yosowilangun, Manyar",-7.156354,112.615265,085733501540,61151
BR08,KF 906 Cangkir,15,NONE,7/1/2017,"Jl. Raya Cangkir KM. 22, Kel. Bambe, Kec. Driyorejo, Kab. Gresik, Jawa Timur, Indonesia Kode Pos",-7.3663584,112.6312878,085853422006,61177
BR09,Apotek KF Driyorejo,15,BASIC_HEALTH,1/21/2019,"Jl. Batu Mulia, Mulung, Driyorejo, Kab. Gresik, Jawa Timur",-7.335539,112.637301,082260555502,61177
BR10,KF. Babat,15,HEALTH_AND_CARE,11/1/2018,"Jl. Raya Babat, Banaran, Kab. Lamongan, Jawa Timur",-7.10462,112.165982,081110678512,62271
BR11,Apotek KF Bojonegoro,15,MEDICAL,1/21/2019,"Jl. Diponegoro No. 77 Sukorejo, Kab. Bojonegoro, Jawa Timur",-7.154136,111.882342,081110678516,68411
BR1101,Klinik KF Bojonegoro,15,NULL,1/1/1950,JL. DIPONEGORO NO. 77,0,0,0353881539,62111
BR12,KF Blimbing Lamongan,15,HEALTH_AND_CARE,6/8/2019,Jl. Raya Daendels 117 Blimbing - Lamongan,-6.874436,112.29798,082228058626,52364
BR13,KF Sukomulyo Gresik,15,BASIC_HEALTH,7/12/2019,"Jl. Kalimantan No. 17, GKB, Sukomulyo, Gresik",-7.136917,112.617041,082139810709,56163
BR14,Apotek KF Cerme Gresik,15,BASIC_HEALTH,10/1/2019,Jl. Raya Cerme Lor No. 1 Kec. Cerme Kab. Gresik,-7.228468,112.567973,081335771734,61171
BR15,KF Balongpanggang Gresik,15,BASIC_HEALTH,6/1/2020,"Jl. Raya Balongpanggang No. 14, Kec. Balongpanggang, Kab. Gresik",-7.268008,112.446553,081110678515,61173
BR16,KF Sidayu,15,NONE,1/1/1950,Jl. Raya Sidayu Panceng Gresik,-6.990797,112.563578,021,61153
3133,UNIT BISNIS JAMBI,16,NONE,1/1/1950,,0,0,0,
BG01,KF.0117,16,BASIC_HEALTH,2/1/1999,Jl. Abunjani No.78,-1.616497,103.59261,082289669996,22465
BG02,KF.0208,16,NULL,1/1/2006,jln. Sultan agung Rt.10,0,0,0,36133
BG03,KF.0244,16,HEALTH_AND_CARE,9/1/2002,Jl. H. Adam Malik No. 189RT. 23Beringin - Jambi - 36138,-1.6324787,103.624243,082373475672,36138
BG04,KF.0299,16,MEDICAL,7/1/2005,Jl. R. Mattaher No.40,-1.5941569,103.6142818,081110678493,25584
BG05,KF.Pel027 RSUD dr. Mataher,16,MEDICAL,9/1/1989,Jl. Let.Jend. Suprapto No.31,-1.602014,103.579903,081233189499,36122
BG06,KF.Mayang,16,MEDICAL,3/1/2015,Jl. Skrd Syahbudin No.50 Kel. Mayang,-1.638698,103.580871,085380208297,36129
BG07,KF Thehok,16,HEALTH_AND_CARE,12/1/2016,Jl. Jenderal Sudirman No. 27 - 28 Thehok - Jambi,-1.615632,103.627492,0813 68013816,36139
BG08,KF. Muara Bungo,16,HEALTH_AND_CARE,3/1/2017,Jl. Muhammad Yamin - Muara Bungo,-1.484239,102.116665,082281818491,37211
BG09,KF. Nusa Indah,16,BASIC_HEALTH,11/17/2017,Jl. Kapten Pattimura No. IC Rt,-1.6205495,103.5834553,082114525741,21273
BG10,KF SIMPANG RIMBO,16,NULL,12/22/2018,Jl. Patimura Rt02,-1.619241,103.557187,082289390599,
BG11,Apotek KF Talang Banjar,16,NONE,9/1/2019,"Jl. Orang Kayo Hitam - Sulanjana, Pasar Jambi - Kota Jambi",-1.596377,103.624097,082299980484,36144
BG13,KF Kebun Handil,16,NONE,6/1/2020,"Jl. D.I. Panjaitan No. 16 RT 19 Kebun Handil, Kel. Jelutung, Kec. Jelutung, Jambi",-1.6173116,103.6172428,081271608855,36137
BG15,KF Sudirman Jambi,16,BASIC_HEALTH,7/1/2023,Jl. Jenderal Sudirman No. 13 RT 4 Jelutung – Kota Jambi,-1.6026944,103.6187277,081110678575,36133
BG16,KF Pasir Putih,16,BASIC_HEALTH,1/1/1950,Jl. RB. Siagian No. 16 RT 09,-1.6223659,103.6401151,082181461006,36131
3117,UNIT BISNIS JAYA I,17,NONE,1/1/1950,,0,0,0,
AQ01,KF.0042 Blok M,17,SUPER_STORE,1/1/2003,Jl. St.Hasanuddin No. 1,-6.2439459,106.7961223,082111137613,12160
AQ0123,PPO Tokopedia Marketplace Blok M,17,NONE,1/1/1950,Jl. St.Hasanuddin No. 1,-6.2439459,106.7961223,0895324874355,12110
AQ0126,PPO KF First Care,17,MEDICAL,1/1/1950,Jl. Panglima Polim III No.5 Melawai,-6.252142245,106.800453,021,12110
AQ03,KF.0055 Keb Lama,17,BASIC_HEALTH,1/1/2016,Jl. Kebayoran Lama 18 A RT. 02 RW. 11,-6.229435,106.778917,081294703845,12210
AQ0311,PPO Klinik KF PLN Gambir,17,MEDICAL,1/1/2019,"Jl. M.I. Ridwan Rais No.1, RT.7/RW.Jl. M.I. Ridwan Rais No.1, RT.7/RW.1, Gambir, Jakarta Pusat",-6.243996,106.798324,82299781278,10110
AQ0312,PPO KF PLN Gandul,17,MEDICAL,1/1/1950,Kuttab Ar-Rahman . Jl. Ehave No. 01,-6.345732743,106.7853707,021,16512
AQ04,KF.0096 Kemanggisan Raya,17,MEDICAL,1/1/2003,"Jl. Kemanggisan Raya No. 26C, Jakarta Barat, DKI Jakarta",-6.1972642,106.7800805,081219689796,11610
AQ05,KF.0152 Ps Minggu,17,HEALTH_AND_CARE,1/1/2003,Jl. Pasar Minggu Raya Km 19 No,-6.275327,106.845688,081219110241,12510
AQ06,KF.0254 Pos Pengumben,17,SUPER_STORE,1/1/2003,Jl. Raya Pos Pengumben Blok I No.11,-6.216876,106.76983,081219112426,11560
AQ0611,PPO Klinik KF 254,17,NONE,1/1/2019,Jl. Pos Pengumben Raya Blok I No 11 Kebon Jeruk,-6.2168789,106.769828,087877241405,11510
AQ07,KF.0267 Bintaro,17,MEDICAL,1/1/2003,Jl. Bintaro Utama V Blok EB I,-6.270478,106.730668,082116323140,15412
AQ08,KF.0282 Ks Tubun,17,SUPER_STORE,1/1/2003,Jl.Aipda KS Tubun No.83 Rt.02 Rw.07,-6.19926,106.80121,085774808087,11410
AQ10,KF.0364 Cilandak KKO,17,MEDICAL,1/1/2009,"Jl. Cilandak KKO No. 7 RT.04 RW 05, Ragunan",-6.295584,106.81565,081219400280,12550
AQ11,KF.0006 Pejompongan,17,SUPER_STORE,1/1/2003,Jl. Danau Tondano No. 1,-6.20757,106.806802,081219412557,10210
AQ12,KF.0298 Benhil,17,BASIC_HEALTH,1/1/2005,"Jl. Bendungan Hilir Raya No.60. Tanah Abang, Kota Jakarta Pusat. DKI Jakarta - 10270",-6.213179,106.812559,081229990298,10210
AQ13,KF.0219 St Gintung,17,HEALTH_AND_CARE,1/1/2010,Jl. Ir. H. Juanda No. 111 A,-6.3052446,106.7576303,087771236790,34159
AQ14,KF.0452 Cilandak,17,BASIC_HEALTH,7/1/2013,"Jl. Wijaya Kusuma No.2 , Jakarta Selatan",-6.301513299,106.7955118,082125973747,12430
AQ15,KF.0447 Cirendeu,17,BASIC_HEALTH,7/1/2013,Jl. Cirendeu Raya No. 27C Cipu,-6.323555,106.767183,085779684084,15419
AQ16,KF.0510 Lt.Ag,17,NONE,2/1/2014,Jl. Raya Lenteng Agung No. 131 E Rt 01 Rw 08,-6.334739,106.835751,081292317334,12630
AQ17,KF.0527 Srengseng,17,MEDICAL,5/1/2014,Jl. Srengseng Sawah No.99,-6.345324,106.826097,081219101247,12640
AQ18,KF.0535 Ciputat Raya,17,MEDICAL,3/14/2018,"Jl. Ciputat Raya BB No. 5 , Jakarta Selatan 12310",-6.278081,106.772742,085779684071,12310
AQ19,KF.0550 Taman Palem,17,BASIC_HEALTH,12/1/2014,City Resort Residence Rukan Miami Blok C 17 E RT 007 RW 014,-6.136956,106.73253,081219354363,11730
AQ20,KF.0563 Utama,17,NONE,12/1/2014,Jl. Utama Raya No. 44 Cengkareng,-6.149728,106.723855,082125951089,11730
AQ21,KF.0581 Bangka Raya,17,MEDICAL,12/1/2014,"Jl. Raya Bangka No. 50, Mampan",-6.248275,106.815053,081110678582,12720
AQ22,KF.0652 Ceger,17,BASIC_HEALTH,7/1/2015,Jl.Ceger Raya No.9B Pondok Are,-6.26289,106.734752,081776952673,15222
AQ23,KF.Karang Tengah,17,HEALTH_AND_CARE,10/1/2015,Jl. Raden Saleh No. 4 B Karang,-6.222763,106.705643,082140662677,16810
AQ24,APT.055 OSHCS,17,SUPER_STORE,1/1/2003,"Jl.Kebayoran Lama No 50,RT/RW. 001/001",-6.226488,106.778291,081212365088,11560
AQ2402,Optik KF.055 OSHCS,17,NULL,1/1/2003,Jln. Raya Kebayoran Lama No. 50,-6.226541,106.776118,0,12210
AQ2411,PPO OPTIK KF.0055 OSHCS,17,MEDICAL,1/1/2019,Jln. Raya Kebayoran Lama No. 50,-6.2265514,106.7781906,021,12210
AQ26,KF. Greenlake,17,BASIC_HEALTH,5/1/2016,Jl.Boulevard Raya Ruko Cordoba Blok B No.8-9,-6.185539,106.702718,081219529196,70815
AQ2916,PPO VM Halte Transjakarta Puri Beta 2,17,NONE,1/1/1950,"Karang Tim., Kec. Karang Tengah, Ko",-6.2192305,106.7167935,021,15157
AQ34,KF. Warung Buncit,17,BASIC_HEALTH,10/17/2017,"Jl. Warung Buncit Raya No.502, RT.10/RW.5",-6.2706717,106.8306511,081327762446,12740
AQ35,Klinik Mandiri KF Kampung Sawah,17,NULL,3/8/2018,Jl. Ki Hajar Dewantoro No. 189 Kamp,0,0,0217446549,15412
AQ37,KLINIK MANDIRI KF BPOM,17,NULL,1/1/2018,Jl. Percetakan Negara No. 23 Jakarta Pusat,0,0,0,10530
AQ39,Klinik Mandiri KF Joglo,17,NULL,1/1/2018,"Jl. Joglo Raya No 117, Kembangan -",0,0,02125680447,11610
AQ42,KLINIK MANDIRI KF PLN GAMBIR,17,NULL,1/1/2018,"Jl. M.I. Ridwan Rais No.1, RT.7/RW.1, Gambir, Jakarta Pusat",0,0,0,10110
AQ44,KF Duren Tiga,17,NONE,1/1/2018,Kindo Square Blok A1+ Jl. Duren Tiga Raya No.101 RT 012 RW 005,-6.2542,106.834167,081287800597,12760
AQ45,KF 1088 Fatmawati,17,NONE,9/1/2018,"Jl. RS Fatmawati, Cipete Selatan,",-1.33849,-1.23,0212354874,12110
AQ47,KF 47 PREMIER,17,BASIC_HEALTH,2/3/2020,Jl. Radio Dalam Raya No. 1S RT 02 RW 08,-6.255766,106.790451,081110678579,12140
AQ4711,PPO KF Pakubuwono,17,NONE,1/1/1950,"Apartemen Pakubuwono Residence, Jl.",-6.2372927,106.7866479,021,12110
AQ4811,PPO Klinik KF Lions Club,17,NONE,1/1/2019,"Jl. Raya Pluit Timur Kav B2 Pluit,",0,0,021,14310
AQ49,KF KAHFI I,17,MEDICAL,5/29/2019,"Jl. Mohammad Kahfi I, Rt.005/001, Jakarta Selatan",-6.329418,106.808901,081110678577,12630
AQ58,Klinik Mandiri KF Season City,17,MEDICAL,5/1/2020,Seasons City mall lantai 2 Jl Professor Dr.Latumeten No.33,-6.1690266,106.7290939,022638081,11210
AQ63,Klinik Mandiri KF Mutiara Cawang,17,NULL,1/1/1950,"Jl. Cawang Baru Utara No. 18, Cipinang Cempedak, Jatinegara, Jakarta Timur",0,0,0218507050,13310
AQ66,KF H&B Mall PIM 3,17,MEDICAL,1/1/2022,Jl. Sultan Iskandar Muda/Jl. Kartika Utama blok V/TA Pondok Indah,-6.26375,106.78236,02127813987,12310
AQ67,KF H&B Mall Gandaria City,17,MEDICAL,4/20/2022,"Gandaria City Mall,Lantai UG,Jl. Sultan Iskandar Muda, RT.10/RW.6, Kebayoran Lama Utara, Kebayoran Lama, Jakarta Selatan",-6.244172366,106.78353,085876861055,12240
AQ68,Apt. KF. MERUYA,17,BASIC_HEALTH,1/1/1950,JL. Meruya Selatan Raya No. 47 RT. 05 RW. 01,-6.216658451,106.7374571,085219542305,11610
AQ6816,PPO VM Halte Transjakarta Puri Beta 2,17,NONE,1/1/1950,"Karang Tim., Kec. Karang Tengah, Ko",-6.2192305,106.7167935,021,15157
AQ69,Apt. KF. CITRA GARDEN,17,BASIC_HEALTH,1/1/1950,Jl. Citra Garden 1 Blok I1 No. 14 K,-6.145106655,106.6958049,081396664397,
AQ70,KF RS Brawijaya Saharjo,17,MEDICAL,1/2/2020,"Jl. Dr. Saharjo No. 199, Rt.1/Rw.1, Tebet Barat, Kec. Tebet, Jakarta Selatan",-6.224545,106.8469848,02139700451,12810
3118,UNIT BISNIS JAYA II,18,NULL,1/1/1950,-,0,0,0,12740
AR01,APT. KF.0345 TEBET,18,MEDICAL,1/1/2009,Jl. Prof. Soepomo No. 45 BZ,-6.239565,106.845725,08112222695,12810
AR02,KF.Ciracas,18,BASIC_HEALTH,6/17/2021,"JL PKP RAYA NO 4, KELAPA DUA WEATAN, CIRACAS, JAKARTA TIMUR, DKI Jakarta",-6.339794,106.880158,08112222873,13740
AR03,APT. KF.0001 KEMAYORAN,18,SUPER_STORE,1/1/2003,Jl. Garuda No. 47,-6.161874,106.843747,08111201001,10610
AR0317,PPO PRJ Reguler KF Kemayoran,18,NONE,6/10/2024,Gedung Pusat Niaga Arena Jiexpo Kem,-6.146707213,106.8445543,021,10610
AR0318,PPO PRJ Flash Sale KF Kemayoran,18,NONE,6/10/2024,Gedung Pusat Niaga Arena Jiexpo Kem,-6.146707213,106.8445543,021,14410
AR04,APT. KF.0002 SENEN,18,HEALTH_AND_CARE,1/1/2003,Jl. Senen Raya No. 66,-6.178325,106.841541,081110678177,10410
AR05,APT. KF.0004 RAWAMANGUN,18,MEDICAL,1/1/2006,"Jl. Pegambiran No. 33 C, RT 09, RW 08, Rawamangun, Pulogadung, Jakarta Timur, DKI Jakarta",-6.199403,106.889917,08112222704,13220
